,,,,,,,,,,,,,,
RUN 2642 – 26 gennaio,,,direzione,,,entry point [mm],,,tempo [ns],exit point [mm],,,tempo [ns],quality
event,traccia,charge [p.e.],ux,uy,uz,x,y,z,,x,y,z,,
26346,0,1899,-0.586555,-0.57333,-0.572054,12446.1,-10381.4,-12584.1,579,-999999,-999999,-999999,-999999,1899
26347,0,932,-0.585017,-0.568447,-0.578466,13602.7,-15107.2,2251.77,507,-999999,-999999,-999999,-999999,932
26348,0,927,-0.201265,0.657941,-0.725676,10855.2,-17381.8,535.504,524,5199.95,1105.3,-19854.9,639,2280
26349,0,2208,-0.584606,-0.577,-0.570357,6201.15,-6889.18,-18324.1,613,-999999,-999999,-999999,-999999,2208
26350,0,1329,0.424565,0.578247,-0.696689,-802.573,-20280.7,-2881.12,535,7760.15,-8618.45,-16932.1,617,2150
26351,0,2236,-0.577516,-0.584862,-0.569572,-4633.3,8027.93,-18324.1,467,-999999,-999999,-999999,-999999,2236
26352,0,1941,-0.581143,-0.582579,-0.56822,10439.5,12935.7,-12029.9,568,-999999,-999999,-999999,-999999,1941
26353,0,1770,-0.579395,-0.583825,-0.568726,7939.64,15646.7,-10619.5,374,-999999,-999999,-999999,-999999,1770
26354,0,1842,-0.57583,-0.579838,-0.576374,-14049.9,-7188.24,-13118.5,574,-999999,-999999,-999999,-999999,1842
26355,0,933,-0.371194,0.363131,-0.854606,14250.4,-14645.4,1639.64,547,5305.44,-5894.8,-18954.4,605,2270
26356,0,1063,0.491931,0.698299,-0.519983,-18503.2,-8694.56,-730.744,504,-3907.07,12024.7,-16159.2,624,2173
26356,1,1063,0.380933,0.334322,-0.862043,-18503.2,-8694.56,-730.744,504,-11343.9,-2411.26,-16932.1,599,2128
26357,0,1960,-0.577796,-0.58534,-0.568797,2494.64,15583.6,-13118.5,533,-999999,-999999,-999999,-999999,1960
26358,0,894,-0.575311,-0.573484,-0.58321,-12823.8,-15958,730.744,486,-999999,-999999,-999999,-999999,894
26359,0,1925,-0.585123,-0.578129,-0.568681,15414.6,3276.53,-13118.5,602,-999999,-999999,-999999,-999999,1925
26360,0,2055,-0.586281,-0.574835,-0.570823,11956.8,-7798.39,-14723.1,533,-999999,-999999,-999999,-999999,2055
26361,0,1720,-0.586911,-0.572639,-0.572381,15097.5,-9585.25,-10032.2,529,-999999,-999999,-999999,-999999,1720
26362,0,2053,-0.586322,-0.574288,-0.571332,11654,-9108.59,-14209.4,566,-999999,-999999,-999999,-999999,2053
26363,0,926,-0.584189,-0.56813,-0.579613,10164.5,-17605.2,2251.77,534,-999999,-999999,-999999,-999999,926
26364,0,889,0.816001,0.560698,-0.140571,-14566,-14293.6,1942.74,488,18320.9,8303.93,-3722.65,601,1388
26365,0,2227,-0.580058,-0.583909,-0.567963,3183.76,9843.45,-17733.8,429,-999999,-999999,-999999,-999999,2227
26366,0,1683,-0.580058,-0.574045,-0.577932,-6389.88,-16690.5,-10032.2,534,-999999,-999999,-999999,-999999,1683
26367,0,1549,-0.58674,-0.573059,-0.572136,18720.7,-5032.15,-6634.82,516,-999999,-999999,-999999,-999999,1549
26368,0,1671,-0.577489,-0.575891,-0.578667,-11439.5,-14174.8,-9422.97,543,-999999,-999999,-999999,-999999,1671
26369,0,909,-0.622036,0.600661,-0.502272,-1759.39,-20389.4,1194.83,533,-16390.8,-6260.75,-10619.5,613,1833
26370,0,2348,-0.581325,-0.580526,-0.570133,-1134.31,-2507.29,-20365.5,572,-999999,-999999,-999999,-999999,2348
26371,0,1205,-0.578528,-0.581831,-0.571644,11303,17076.2,-730.744,511,-999999,-999999,-999999,-999999,1205
26372,0,933,-0.585193,-0.568582,-0.578155,14451.5,-14342.9,2251.77,512,-999999,-999999,-999999,-999999,933
26373,0,2184,-0.575746,-0.583756,-0.572491,-11343.9,2411.17,-16932.1,498,-999999,-999999,-999999,-999999,2184
26374,0,1123,-0.584049,-0.569032,-0.578868,6678.5,-19205,-2251.77,532,-999999,-999999,-999999,-999999,1123
26375,0,2036,-0.582677,-0.575083,-0.574254,-749.821,-13771.8,-15194.8,586,-999999,-999999,-999999,-999999,2036
26376,0,2188,-0.577748,-0.581912,-0.572351,-9066.78,-1925.76,-18324.1,540,-999999,-999999,-999999,-999999,2188
26377,0,909,0.626542,0.28492,-0.725442,-988.862,-20336.9,2251.77,553,9094.25,-15751.6,-9422.97,580,1706
26377,1,909,0.183514,0.764432,-0.618034,-988.862,-20336.9,2251.77,553,5307.93,5892.55,-18954.4,629,2283
26378,0,871,0.527459,-0.217604,-0.82124,-19891.2,-4680.09,1638.74,510,-8460.14,-9396.01,-16159.2,513,2133
26379,0,1853,-0.578078,-0.577397,-0.576575,-10544.8,-11711.2,-13118.5,601,-999999,-999999,-999999,-999999,1853
26380,0,1837,-0.574797,-0.5804,-0.57684,-15528.5,-5931.3,-12029.9,567,-999999,-999999,-999999,-999999,1837
26381,0,2228,-0.58025,-0.583693,-0.56799,2865.63,8814.95,-18324.1,502,-999999,-999999,-999999,-999999,2228
26382,0,879,0.964455,-0.140279,-0.223939,-18106.7,-9312.05,2251.77,557,14032.7,-13986.7,-5210.75,614,1356
26382,1,879,0.742819,-0.402302,-0.535138,-18106.7,-9312.05,2251.77,557,-1901.14,-18088.8,-9422.97,622,1688
26382,2,1856,0.891594,0.377156,-0.250626,-8299.18,-14374.7,-12029.9,608,9235.58,-6957.26,-16958.9,658,2150
26383,0,2174,-0.577146,-0.585508,-0.569283,-3382.37,11057.1,-16958.9,493,-999999,-999999,-999999,-999999,2174
26384,0,2221,-0.58278,-0.581457,-0.567693,8369.7,6080.94,-17733.8,621,-999999,-999999,-999999,-999999,2221
26385,0,2101,-0.575738,-0.586313,-0.569879,-4074.36,14219,-14209.4,421,-999999,-999999,-999999,-999999,2101
26386,0,920,-0.583039,-0.568197,-0.580704,6282.02,-19333.8,2251.77,518,-999999,-999999,-999999,-999999,920
26387,0,1240,0.0387486,-0.439944,-0.897189,-5642.32,19614.3,-1921.69,440,-5089.44,13337,-14723.1,495,2176
26388,0,1614,-0.573203,-0.586856,-0.571873,-5807.46,17873.5,-8113.87,413,-999999,-999999,-999999,-999999,1614
26389,0,1423,-0.231201,-0.910477,-0.342895,-862.686,20168.5,-3569.08,428,-8701.47,-10700.9,-15194.8,558,2133
26390,0,933,-0.78155,-0.356904,-0.511663,15332.9,-13534,1407.94,521,3047.88,-19144.1,-6634.82,585,1517
26391,0,2355,-0.582712,-0.579774,-0.569482,2521.57,-2533.1,-20240.4,563,-999999,-999999,-999999,-999999,2355
26392,0,1244,-0.57151,-0.586403,-0.574028,-6687.86,19197.4,-2311.61,680,-999999,-999999,-999999,-999999,1244
26393,0,1244,-0.57151,-0.586403,-0.574028,-6687.86,19197.4,-2311.61,21,-999999,-999999,-999999,-999999,1244
26394,0,2302,-0.577947,-0.583464,-0.570567,-6562.73,2921.89,-19246.9,557,-999999,-999999,-999999,-999999,2302
26395,0,908,-0.57998,-0.569464,-0.582524,-2124.87,-20217.5,2251.77,543,-999999,-999999,-999999,-999999,908
26396,0,985,-0.542539,0.212965,-0.812587,10664.6,17455.6,1348.45,263,7278.79,18784.6,-3722.65,304,1415
26397,0,1333,-0.582334,-0.570052,-0.579592,990.892,-20121.2,-3722.65,526,-999999,-999999,-999999,-999999,1333
26398,0,962,-0.583683,-0.574722,-0.573592,19884.6,4226.67,2251.77,488,-999999,-999999,-999999,-999999,962
26399,0,1756,-0.582334,-0.580964,-0.568655,13781.5,11396.6,-10032.2,91,-999999,-999999,-999999,-999999,1756
26400,0,1685,-0.249669,0.675613,-0.693695,-6552.08,-15668.8,-11480.8,588,-7141.5,-14073.8,-13118.5,627,2135
26401,0,1683,-0.580058,-0.574045,-0.577932,-6389.88,-16690.5,-10032.2,265,-999999,-999999,-999999,-999999,1683
26402,0,1582,-0.581423,-0.581398,-0.569143,13345.5,13301.4,-8057.81,359,-999999,-999999,-999999,-999999,1582
26403,0,1707,-0.585937,-0.571313,-0.574699,9946.01,-15259.8,-9422.97,145,-999999,-999999,-999999,-999999,1707
26404,0,1483,-0.574358,-0.577698,-0.579981,-16266.2,-10545,-6634.82,530,-999999,-999999,-999999,-999999,1483
26405,0,1769,-0.5798,-0.583486,-0.568661,8760.07,15173,-10619.5,448,-999999,-999999,-999999,-999999,1769
26406,0,1450,-0.569974,-0.586111,-0.57585,-15360.6,12516.2,-5210.75,540,-999999,-999999,-999999,-999999,1450
26407,0,871,-0.569691,-0.579582,-0.582699,-20122.1,-3109.37,2251.77,539,-999999,-999999,-999999,-999999,871
26408,0,1506,-0.580138,-0.573097,-0.578792,-5807.46,-17873.5,-8113.87,537,-999999,-999999,-999999,-999999,1506
26409,0,1948,-0.5806,-0.58325,-0.568088,8617.38,13221.7,-13118.5,109,-999999,-999999,-999999,-999999,1948
26410,0,951,-0.585181,-0.571855,-0.57493,20122.1,-3109.22,2251.77,474,-999999,-999999,-999999,-999999,951
26411,0,1844,0.41184,0.549029,-0.727293,-13234.5,-9798.27,-12210.3,535,-11544.5,-7545.29,-15194.8,613,2189
26412,0,2198,-0.581586,-0.577969,-0.57246,-2674.08,-8877.19,-18324.1,541,-999999,-999999,-999999,-999999,2198
26413,0,1566,-0.584888,-0.577256,-0.569809,18192.1,4906.99,-8057.81,489,-999999,-999999,-999999,-999999,1566
26414,0,943,-0.585611,-0.56984,-0.576491,18106.7,-9311.91,2251.77,509,-999999,-999999,-999999,-999999,943
26415,0,2320,-0.583212,-0.580128,-0.568609,5316.12,0.0199,-19854.9,506,-999999,-999999,-999999,-999999,2320
26416,0,1912,-0.586496,-0.575319,-0.570115,15237.5,-4109.9,-13118.5,563,-999999,-999999,-999999,-999999,1912
26417,0,920,-0.583039,-0.568197,-0.580704,6282.02,-19333.8,2251.77,530,-999999,-999999,-999999,-999999,920
26418,0,1356,-0.645601,0.203833,-0.735969,13745.1,-14237.9,-5348.54,568,3583.81,-11029.7,-16932.1,594,2146
26419,0,878,-0.57129,-0.577287,-0.583411,-18571.3,-8268.54,2251.77,471,-999999,-999999,-999999,-999999,878
26420,0,2169,-0.578509,-0.58501,-0.56841,1321.56,12574.3,-16159.2,471,-999999,-999999,-999999,-999999,2169
26421,0,1116,-0.582952,-0.569325,-0.579687,3368.83,-20086.7,-2251.77,497,-999999,-999999,-999999,-999999,1116
26422,0,2156,-0.585046,-0.578339,-0.568546,11597.3,0.0454,-16932.1,553,-999999,-999999,-999999,-999999,2156
26423,0,1372,-0.586646,-0.572653,-0.572639,19123.4,-5186.39,-5210.75,525,-999999,-999999,-999999,-999999,1372
26424,0,1681,-0.579948,-0.573815,-0.57827,-6517.8,-17024.6,-9392.41,551,-999999,-999999,-999999,-999999,1681
26425,0,949,-0.638845,-0.508046,-0.577725,19647.1,-5343.82,2251.77,536,5414.12,-16662.7,-10619.5,605,1703
26425,1,977,-0.721839,-0.691167,-0.035162,16538.7,12015.1,695.837,517,-12747.5,-16026.7,-730.744,593,1080
26425,2,977,-0.587676,-0.508762,-0.629125,16538.7,12015.1,695.837,517,-2658.06,-4603.89,-19854.9,622,2310
26426,0,1474,0.585311,0.439239,-0.681527,-18273,-2788.71,-8863.92,537,-11343.9,2411.17,-16932.1,592,2183
26427,0,1221,-0.5749,-0.584536,-0.572545,3380.28,20197.2,-730.744,318,-999999,-999999,-999999,-999999,1221
26428,0,931,-0.584842,-0.568311,-0.578777,12753.8,-15871.5,2251.77,515,-999999,-999999,-999999,-999999,931
26429,0,2115,-0.574427,-0.585687,-0.571843,-10743.4,8647.87,-15194.8,499,-999999,-999999,-999999,-999999,2115
26430,0,1724,-0.586943,-0.573078,-0.571909,16615.9,-7397.82,-9422.97,560,-999999,-999999,-999999,-999999,1724
26431,0,1684,-0.580931,-0.573421,-0.577674,-4450.72,-17320.6,-10032.2,501,-999999,-999999,-999999,-999999,1684
26432,0,1174,-0.741537,0.420741,-0.52259,20131.8,3812.76,-651.357,454,858.624,14748.2,-14233.9,568,2099
26433,0,2112,-0.574601,-0.585918,-0.571431,-9732.7,9772.34,-15194.8,511,-999999,-999999,-999999,-999999,2112
26434,0,1040,0.859241,0.0271578,-0.51085,-20111.2,3746.58,1323.66,457,10594.7,4717.09,-16932.1,549,2159
26435,0,1305,-0.574446,-0.576177,-0.581406,-15648.6,-12682.4,-3722.65,521,-999999,-999999,-999999,-999999,1305
26436,0,2152,-0.585588,-0.576715,-0.569637,10594.7,-4717.01,-16932.1,181,-999999,-999999,-999999,-999999,2152
26437,0,2327,-0.580347,-0.583091,-0.568508,555.666,5287,-19854.9,467,-999999,-999999,-999999,-999999,2327
26438,0,1811,-0.571897,-0.586093,-0.573959,-14174.2,10298.1,-10619.5,453,-999999,-999999,-999999,-999999,1811
26439,0,2086,-0.58013,-0.583784,-0.568019,6783.01,13123.9,-14233.9,596,-999999,-999999,-999999,-999999,2086
26440,0,2279,-0.583144,-0.580816,-0.567975,7245.76,3224.18,-18954.4,247,-999999,-999999,-999999,-999999,2279
26441,0,1749,-0.583743,-0.579194,-0.569015,16215.8,8296.44,-9422.97,505,-999999,-999999,-999999,-999999,1749
26442,0,1350,-0.585705,-0.569819,-0.576417,10818,-16598.6,-5210.75,458,-999999,-999999,-999999,-999999,1350
26443,0,925,-0.0518887,0.32443,-0.944486,9408.64,-18168.2,1282.15,503,8617.48,-13221.6,-13118.5,588,1889
26444,0,1724,-0.586943,-0.573078,-0.571909,16615.9,-7397.82,-9422.97,523,-999999,-999999,-999999,-999999,1724
26445,0,2176,-0.576405,-0.585589,-0.56995,-5798.7,10043.5,-16932.1,432,-999999,-999999,-999999,-999999,2176
26446,0,951,-0.341164,0.32764,-0.881056,20056.6,-3988.53,1439.72,529,13615.4,2197.39,-15194.8,590,2157
26447,0,1009,-0.822363,-0.566379,-0.054163,-5310.52,19745.6,1470.1,397,-16536.2,12014.2,730.744,396,1035
26448,0,2104,-0.575935,-0.58614,-0.569859,-4736.94,12899.4,-15236.7,412,-999999,-999999,-999999,-999999,2104
26449,0,921,0.257834,0.831159,-0.492642,7044.61,-19185.7,1591,501,14743.1,5631.38,-13118.5,605,2074
26450,0,871,-0.569691,-0.579582,-0.582699,-20122.1,-3109.37,2251.77,476,-999999,-999999,-999999,-999999,871
26451,0,993,-0.0812776,-0.699204,-0.710287,5660.98,19655.4,1367.51,453,3188.4,-1615.41,-20240.4,516,2357
26452,0,865,-0.568774,-0.581266,-0.581916,-20324.4,1191.92,2311.61,468,-999999,-999999,-999999,-999999,865
26453,0,2186,-0.577331,-0.582616,-0.572055,-9269.04,-200,-18324.1,574,-999999,-999999,-999999,-999999,2186
26454,0,1133,-0.585452,-0.568818,-0.577661,12747.6,-16026.6,-730.744,521,-999999,-999999,-999999,-999999,1133
26455,0,898,-0.576163,-0.572717,-0.583123,-11214,-17127.5,730.744,536,-999999,-999999,-999999,-999999,898
26456,0,2317,-0.583586,-0.578948,-0.569427,4624.84,-3360.12,-19750.3,557,-999999,-999999,-999999,-999999,2317
26457,0,2199,-0.582368,-0.576991,-0.572651,-1067.61,-10290.3,-17733.8,192,-999999,-999999,-999999,-999999,2199
26458,0,964,-0.512903,0.760163,-0.398852,20070,4114.35,720.081,439,12443.2,15417.8,-5210.75,448,1581
26459,0,1241,-0.571084,-0.586326,-0.574529,-7490.78,18998.5,-1503.73,363,-999999,-999999,-999999,-999999,1241
26460,0,2195,-0.580528,-0.578307,-0.573191,-5160.75,-8966.41,-17733.8,575,-999999,-999999,-999999,-999999,2195
26461,0,2047,-0.585088,-0.574292,-0.572592,6297.22,-12270,-15194.8,594,-999999,-999999,-999999,-999999,2047
26462,0,957,-0.458455,0.170559,-0.872198,20399.6,1069.37,1721.5,488,10594.7,4717.09,-16932.1,582,2162
26463,0,1174,-0.584403,-0.5751,-0.57248,20079.9,3841.99,-730.744,410,-999999,-999999,-999999,-999999,1174
26464,0,1130,-0.584974,-0.568975,-0.57799,9803.44,-17813.7,-2251.77,527,-999999,-999999,-999999,-999999,1130
26465,0,1655,0.670799,-0.3155,-0.671184,-16364.9,-4149.41,-11628.5,548,-13761,-5374.13,-14233.9,584,2127
26466,0,903,-0.577844,-0.571099,-0.583046,-7432.41,-19017.5,1503.73,525,-999999,-999999,-999999,-999999,903
26467,0,1107,0.693999,0.339324,-0.634999,-1679.9,-20350,-1817.65,506,7939.76,-15646.6,-10619.5,564,1886
26468,0,2033,-0.582083,-0.574861,-0.575078,-2226.35,-14604.4,-14233.9,561,-999999,-999999,-999999,-999999,2033
26469,0,1161,-0.586314,-0.571896,-0.573735,19624.6,-5449.86,-2251.77,510,-999999,-999999,-999999,-999999,1161
26470,0,895,0.951057,-0.309015,0,-11153.6,-17034.2,2251.77,535,-988.862,-20336.9,2251.77,566,909
26470,1,895,0.55,0.196625,-0.811689,-11153.6,-17034.2,2251.77,535,1321.66,-12574.3,-16159.2,226,2141
26471,0,2144,-0.584144,-0.575638,-0.572203,3583.81,-11029.7,-16932.1,33,-999999,-999999,-999999,-999999,2144
26472,0,1878,-0.583872,-0.573343,-0.574779,2494.75,-15583.6,-13118.5,522,-999999,-999999,-999999,-999999,1878
26473,0,1811,-0.571897,-0.586093,-0.573959,-14174.2,10298.1,-10619.5,521,-999999,-999999,-999999,-999999,1811
26474,0,962,-0.583683,-0.574722,-0.573592,19884.6,4226.67,2251.77,431,-999999,-999999,-999999,-999999,962
26475,0,2297,-0.577794,-0.5843,-0.569866,-5305.44,5894.8,-18954.4,510,-999999,-999999,-999999,-999999,2297
26476,0,1367,-0.295654,0.478347,-0.826905,18201.5,-7785.3,-5324.13,504,15414.6,-3276.42,-13118.5,613,2153
26477,0,1578,-0.442968,-0.291841,-0.847707,15203.8,10878,-8412.02,445,12719.7,9241.36,-13166,508,2164
26478,0,2238,-0.577132,-0.584734,-0.570092,-6201.15,6889.18,-18324.1,514,-999999,-999999,-999999,-999999,2238
26479,0,908,-0.57998,-0.569464,-0.582524,-2124.87,-20217.5,2251.77,416,-999999,-999999,-999999,-999999,908
26480,0,999,0.745534,-0.370841,-0.553765,988.862,20336.8,2251.77,458,12952.9,14385.7,-6634.82,456,1580
26480,1,999,-0.429509,-0.248676,-0.868149,988.862,20336.8,2251.77,458,-5405.02,16634.9,-10671.9,497,1793
26481,0,2144,-0.584144,-0.575638,-0.572203,3583.81,-11029.7,-16932.1,425,-999999,-999999,-999999,-999999,2144
26482,0,2270,-0.583967,-0.578435,-0.569557,5413.21,-4110.92,-19397.4,542,-999999,-999999,-999999,-999999,2270
26483,0,1816,-0.57178,-0.585495,-0.574685,-15620.3,7991.52,-10619.5,454,-999999,-999999,-999999,-999999,1816
26484,0,2086,-0.58013,-0.583784,-0.568019,6783.01,13123.9,-14233.9,466,-999999,-999999,-999999,-999999,2086
26485,0,2149,-0.58583,-0.575588,-0.570527,10228.8,-7431.68,-16159.2,578,-999999,-999999,-999999,-999999,2149
26486,0,2394,-0.581586,-0.581397,-0.568977,1205.27,879.487,-20502,506,-999999,-999999,-999999,-999999,2394
26487,0,1764,-0.580957,-0.582471,-0.568522,11019.3,13654,-10619.5,400,-999999,-999999,-999999,-999999,1764
26488,0,1607,-0.574514,-0.586417,-0.571007,-1966.75,18711.7,-8057.81,391,-999999,-999999,-999999,-999999,1607
26489,0,2127,-0.576184,-0.581866,-0.573972,-12367.2,-2628.79,-16159.2,534,-999999,-999999,-999999,-999999,2127
26490,0,979,-0.671479,-0.344028,-0.656324,14451.4,14343,2251.77,502,-7244.39,3227.25,-18954.4,560,2301
26490,1,1751,-0.851523,0.0261275,-0.523666,16005.5,7126.19,-10619.5,521,2452.32,7542.05,-18954.4,566,2287
26491,0,915,-0.582029,-0.568477,-0.581443,3261.02,-20098,2251.77,547,-999999,-999999,-999999,-999999,915
26492,0,890,-0.574546,-0.57367,-0.583781,-13602.6,-15107.3,2251.77,518,-999999,-999999,-999999,-999999,890
26493,0,1011,-0.0264878,-0.597033,-0.801779,-5750.52,19642.6,1162.37,463,-6415.1,4662.92,-18954.4,528,2300
26494,0,2150,-0.585513,-0.576119,-0.570317,9235.58,-6957.26,-16958.9,518,-999999,-999999,-999999,-999999,2150
26495,0,871,-0.569691,-0.579582,-0.582699,-20122.1,-3109.37,2251.77,504,-999999,-999999,-999999,-999999,871
26496,0,1523,-0.382708,0.775888,-0.501529,5576.14,-17892.1,-8308.46,551,-3528.91,567.175,-20240.4,627,2334
26497,0,889,-0.385513,0.888834,-0.247696,-14096,-14788.4,1690.21,491,-20324.4,-428.22,-2311.61,553,1286
26498,0,885,-0.573269,-0.574959,-0.583768,-15774.9,-12873.1,2251.77,530,-999999,-999999,-999999,-999999,885
26499,0,1323,-0.579057,-0.572347,-0.580613,-7146.65,-18650.8,-4478.9,534,-999999,-999999,-999999,-999999,1323
26500,0,1368,-0.185684,0.839213,-0.511119,18475.5,-6671.72,-5864.66,469,16235.7,3451.07,-12029.9,568,1922
26501,0,1349,0.0275513,0.756748,-0.653126,10819.2,-16822.5,-4494.07,521,11343.9,-2411.17,-16932.1,569,2154
26502,0,873,0.610915,-0.754711,-0.239152,-19636.6,-5665.88,1597.61,217,-9803.3,-17813.7,-2251.77,544,1316
26503,0,1318,-0.577366,-0.574014,-0.580653,-10842,-16584.7,-5210.75,532,-999999,-999999,-999999,-999999,1318
26504,0,2222,-0.582607,-0.581583,-0.567741,7381.26,5610.01,-18324.1,620,-999999,-999999,-999999,-999999,2222
26505,0,1252,-0.570156,-0.586433,-0.575343,-11247.6,16979.9,-2251.77,426,-999999,-999999,-999999,-999999,1252
26506,0,955,-0.584882,-0.572574,-0.574519,20328.8,-1142.19,2251.77,502,-999999,-999999,-999999,-999999,955
26507,0,957,-0.584443,-0.573453,-0.574089,20328.8,1142.33,2251.77,488,-999999,-999999,-999999,-999999,957
26508,0,956,-0.584662,-0.573014,-0.574304,20328.8,0.0729,2251.77,72,-999999,-999999,-999999,-999999,956
26509,0,1044,0.658815,-0.562328,-0.49975,-20090.7,4028.28,623.285,420,762.153,-13770.5,-15194.8,563,2141
26510,0,2320,-0.583212,-0.580128,-0.568609,5316.12,0.0199,-19854.9,585,-999999,-999999,-999999,-999999,2320
26511,0,1123,-0.584049,-0.569032,-0.578868,6678.5,-19205,-2251.77,566,-999999,-999999,-999999,-999999,1123
26512,0,1367,-0.5868,-0.571785,-0.573348,18128,-7924.17,-5210.75,527,-999999,-999999,-999999,-999999,1367
26513,0,926,-0.584189,-0.56813,-0.579613,10164.5,-17605.2,2251.77,524,-999999,-999999,-999999,-999999,926
26514,0,1559,-0.833243,-0.500178,-0.235642,18852.5,858.824,-8006.09,489,-4899.23,-13398.8,-14723.1,620,2137
26515,0,921,-0.45684,0.435285,-0.775773,7069.65,-19179.6,1553.14,544,-4635.74,-8026.52,-18324.1,588,2255
26516,0,2105,-0.574908,-0.586431,-0.570595,-6783.11,13123.8,-14233.9,451,-999999,-999999,-999999,-999999,2105
26517,0,991,0.266317,-0.395199,-0.879143,7365,19076.8,1443.67,352,11019.3,13654,-10619.5,404,1940
26518,0,2112,-0.574601,-0.585918,-0.571431,-9732.7,9772.34,-15194.8,490,-999999,-999999,-999999,-999999,2112
26519,0,877,0.273868,0.841637,-0.46545,-19292.3,-6781.56,1438.52,500,-12901.4,12858.5,-9422.97,570,1805
26520,0,1671,-0.577489,-0.575891,-0.578667,-11439.5,-14174.8,-9422.97,555,-999999,-999999,-999999,-999999,1671
26521,0,1309,0.200821,0.933221,-0.297942,-14441.6,-13843.4,-4477.68,492,-8617.48,13221.6,-13118.5,657,1979
26522,0,2136,-0.580336,-0.577858,-0.573837,-5798.62,-10043.6,-16932.1,549,-999999,-999999,-999999,-999999,2136
26523,0,2048,-0.585408,-0.574327,-0.572228,7488.23,-11582.3,-15194.8,521,-999999,-999999,-999999,-999999,2048
26524,0,2105,-0.574908,-0.586431,-0.570595,-6783.11,13123.8,-14233.9,640,-999999,-999999,-999999,-999999,2105
26525,0,2132,-0.578315,-0.579813,-0.573907,-9382.4,-6816.77,-16932.1,570,-999999,-999999,-999999,-999999,2132
26526,0,1872,-0.58264,-0.573916,-0.575457,-799.769,-15761.7,-13118.5,548,-999999,-999999,-999999,-999999,1872
26527,0,1989,-0.572497,-0.585843,-0.573616,-13956,9030.14,-12029.9,464,-999999,-999999,-999999,-999999,1989
26528,0,1667,-0.575902,-0.578167,-0.577979,-14174.1,-10298.2,-10619.5,552,-999999,-999999,-999999,-999999,1667
26529,0,2115,-0.574427,-0.585687,-0.571843,-10743.4,8647.87,-15194.8,479,-999999,-999999,-999999,-999999,2115
26530,0,1922,-0.585191,-0.577829,-0.568915,16235.7,3451.07,-12029.9,478,-999999,-999999,-999999,-999999,1922
26531,0,1071,-0.573548,-0.575845,-0.58262,-16291.1,-12351.6,-730.744,523,-999999,-999999,-999999,-999999,1071
26532,0,2191,-0.578725,-0.580049,-0.573255,-8361.55,-6092.16,-17733.8,548,-999999,-999999,-999999,-999999,2191
26533,0,1318,-0.577366,-0.574014,-0.580653,-10842,-16584.7,-5210.75,528,-999999,-999999,-999999,-999999,1318
26534,0,2231,-0.578326,-0.584916,-0.568693,-1095.19,10287.4,-17733.8,463,-999999,-999999,-999999,-999999,2231
26535,0,2198,-0.581586,-0.577969,-0.57246,-2674.08,-8877.19,-18324.1,561,-999999,-999999,-999999,-999999,2198
26536,0,2182,-0.575586,-0.584493,-0.571899,-10594.7,4717.01,-16932.1,579,-999999,-999999,-999999,-999999,2182
26537,0,1989,-0.572497,-0.585843,-0.573616,-13956,9030.14,-12029.9,463,-999999,-999999,-999999,-999999,1989
